date,Sarah baseline,P4 · 1h reference,P4 · no BOS,P4 · normal RVOL,P4 · low impulse volume,P4 · first Sarah test,P4 · first physical touch,P4 · width ≤0.5 ATR,P4 · opposing room,P5 · first touch + opposing,P5 · first touch + width,P5 · first touch + low volume
2019-06-14,1.5759493670886076,1.736842105263158,0.603448275862069,3.5277777777777777,-10.078947368421053,2.9166666666666665,1.5625,3.972826086956522,0.9965277777777778,-0.38306451612903225,4.4939024390243905,-10.078947368421053
2019-06-15,1.5759493670886076,1.736842105263158,0.603448275862069,3.5277777777777777,-10.078947368421053,2.9166666666666665,1.5625,3.972826086956522,0.9965277777777778,-0.38306451612903225,4.4939024390243905,-10.078947368421053
2019-06-16,1.5759493670886076,1.736842105263158,0.603448275862069,3.5277777777777777,-10.078947368421053,2.9166666666666665,1.5625,3.972826086956522,0.9965277777777778,-0.38306451612903225,4.4939024390243905,-10.078947368421053
2019-06-17,1.5061728395061729,1.7307692307692308,0.6333333333333333,3.5277777777777777,-9.0875,2.8767605633802815,1.5608108108108107,3.74468085106383,1.010135135135135,-0.32421875,4.226190476190476,-9.0875
2019-06-18,1.3764705882352941,1.428125,0.2782258064516129,3.5277777777777777,-9.297619047619047,2.5136986301369864,1.2467105263157894,3.3622448979591835,0.9,-0.4307692307692308,3.778409090909091,-9.297619047619047
2019-06-19,1.4073033707865168,0.8214285714285714,-0.03461538461538462,3.013157894736842,-9.125,1.7954545454545454,0.61875,2.793269230769231,0.3069620253164557,-1.0326086956521738,3.122340425531915,-9.125
2019-06-20,0.6263736263736264,0.6482558139534884,-0.06060606060606061,2.775,-9.125,1.5822784810126582,0.4420731707317073,2.707547169811321,0.13580246913580246,-1.1901408450704225,3.0208333333333335,-9.125
2019-06-21,0.4483695652173913,0.45977011494252873,-0.2947761194029851,1.8928571428571428,-9.41304347826087,1.365625,0.2469879518072289,2.707547169811321,-0.057926829268292686,-1.3923611111111112,3.0208333333333335,-9.41304347826087
2019-06-22,0.4483695652173913,0.45977011494252873,-0.2947761194029851,1.8928571428571428,-9.41304347826087,1.365625,0.2469879518072289,2.707547169811321,-0.057926829268292686,-1.3923611111111112,3.0208333333333335,-9.41304347826087
2019-06-23,0.4483695652173913,0.45977011494252873,-0.2947761194029851,1.8928571428571428,-9.41304347826087,1.365625,0.2469879518072289,2.707547169811321,-0.057926829268292686,-1.3923611111111112,3.0208333333333335,-9.41304347826087
2019-06-24,0.4401041666666667,0.6027777777777777,-0.07857142857142857,2.25,-8.96875,1.4879518072289157,0.4764705882352941,2.6830357142857144,0.1130952380952381,-1.162162162162162,2.9754901960784315,-8.96875
2019-06-25,1.7396907216494846,0.22282608695652173,-0.5451388888888888,1.86,-8.96875,1.0558823529411765,0.07758620689655173,2.331896551724138,-0.2819767441860465,-1.575657894736842,2.580188679245283,-8.96875
2019-06-26,1.8535353535353536,0.375,-0.10616438356164383,1.1442307692307692,-7.711538461538462,1.2011494252873562,0.24157303370786518,2.2033898305084745,0.08333333333333333,-1.146103896103896,2.435185185185185,-7.711538461538462
2019-06-27,1.6782178217821782,0.125,-0.39935064935064934,0.3275862068965517,-7.814814814814815,0.8956043956043956,-0.016129032258064516,2.120833333333333,-0.19722222222222222,-1.415625,2.340909090909091,-7.814814814814815
2019-06-28,1.8480392156862746,0.2925,-0.5705128205128205,1.3416666666666666,-7.814814814814815,1.0591397849462365,-0.21842105263157896,2.120833333333333,-0.19722222222222222,-1.415625,2.340909090909091,-7.814814814814815
2019-06-29,1.8480392156862746,0.2925,-0.5705128205128205,1.3416666666666666,-7.814814814814815,1.0591397849462365,-0.21842105263157896,2.120833333333333,-0.19722222222222222,-1.415625,2.340909090909091,-7.814814814814815
2019-06-30,1.8480392156862746,0.2925,-0.5705128205128205,1.3416666666666666,-7.814814814814815,1.0591397849462365,-0.21842105263157896,2.120833333333333,-0.19722222222222222,-1.415625,2.340909090909091,-7.814814814814815
2019-07-01,2.125,0.6053921568627451,-0.15,2.5403225806451615,-7.814814814814815,1.3789473684210527,0.1211340206185567,1.9877049180327868,0.16032608695652173,-0.9847560975609756,2.1919642857142856,-7.814814814814815
2019-07-02,2.3154205607476634,0.8428571428571429,0.17771084337349397,2.203125,-7.830357142857143,1.6096938775510203,0.385,2.5198412698412698,0.5558510638297872,-0.5148809523809523,2.7629310344827585,-7.830357142857143
2019-07-03,2.1136363636363638,0.6782407407407407,0.052941176470588235,1.7720588235294117,-7.830357142857143,1.4108910891089108,0.22572815533980584,2.1742424242424243,0.38144329896907214,-0.6724137931034483,2.377049180327869,-7.830357142857143
